date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:02	921/921	U--M-Z	200	updated ('OK')	application/javascript	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/js/product_page.min.js?ver=33.3.0	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/js/product_page.minc375.js	(from https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/)
21:10:03	43881/43881	U--M-Z	200	updated ('OK')	application/javascript	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/third-party/slick/slick.min.js?ver=33.3.0	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/third-party/slick/slick.minc375.js	(from https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/)
21:10:03	592/592	U--M-Z	200	updated ('OK')	application/javascript	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.js?ver=33.3.0	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.minc375.js	(from https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/)
21:10:03	14214/14214	U-----	200	untouched ('')	application/javascript	etag:W/%225afd4939-3786%22	https://cdnjs.cloudflare.com/ajax/libs/iframe-resizer/3.6.1/iframeResizer.contentWindow.min.js?ver=3.6.1	C:/Meine%20Webseiten/coffee_cup/cdnjs.cloudflare.com/ajax/libs/iframe-resizer/3.6.1/iframeResizer.contentWindow.mina7a0.js	(from https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/)
21:10:03	1403/1403	U--M-Z	200	updated ('OK')	application/javascript	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-includes/js/wp-embed.min.js?ver=5.2.4	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-includes/js/wp-embed.min4d2c.js	(from https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/)
21:10:03	239/239	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/carousel-svg-nav-left.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/carousel-svg-nav-left.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	239/239	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/carousel-svg-nav-right.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/carousel-svg-nav-right.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	842/842	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22IwVvmA%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/bullet-point.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/bullet-point.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	1792/1792	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-info.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-info.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	692/692	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%221Gdfpw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/reminder-svg-bg.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/reminder-svg-bg.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	2945/2945	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-left.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-left.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Nov%202019%2020:10:07%20GMT	https://pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/POST	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/product/kiwea-faltbarer-wiederverwendbarere-kaffeebecher-aus-silikon-fur-reisen-fruchtgrun-1/POST.29.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:10:04	2925/2925	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%221Gdfpw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-right.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-right.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:15	798/798	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-play.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-play.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:16	1998/1998	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/faq-svg-question.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/faq-svg-question.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:16	891/891	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/testimonials-svg-icon.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/testimonials-svg-icon.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:36	237/237	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%221Gdfpw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/nav-svg-left.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/nav-svg-left.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:36	236/236	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/nav-svg-right.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/nav-svg-right.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:49	1408/1408	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/faq.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/faq.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:49	291/291	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/drop-down.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/drop-down.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:49	2947/2947	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-left-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-left-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:10:49	3037/3037	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%221Gdfpw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-right-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/heart-shape-right-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:11:08	1450/1450	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-info-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-info-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:11:08	452/452	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-play-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/about-svg-play-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:11:08	1134/1134	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/caret-left-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/caret-left-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
21:11:08	1264/1264	U--M-Z	200	updated ('OK')	image/svg+xml	etag:%22SDFAsw%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/caret-right-mobile.svg	C:/Meine%20Webseiten/coffee_cup/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/assets/caret-right-mobile.svg	(from https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_3/layout_3.min.css?ver=33.3.0)
